6,1,1,23.00,180.00,15.00,0.00,0.00,0.00,0.00,0.00,4.50,4.00,0.60,0.60,3,0.00
7,1,1,23.00,180.00,12.00,0.00,0.00,0.00,0.00,0.00,4.50,5.00,0.71,0.71,3,0.00
8,1,1,23.00,185.00,10.00,0.00,0.00,0.00,0.00,0.00,4.50,7.00,0.81,0.81,3,0.00
9,1,1,24.00,201.00,10.00,0.00,0.00,0.00,0.00,0.00,4.50,5.00,0.55,0.55,3,0.00
10,1,1,23.00,190.00,7.00,0.00,0.00,0.00,0.00,0.00,4.50,8.50,0.81,0.81,3,0.00
11,1,1,23.10,193.00,7.00,0.00,0.00,0.00,0.00,0.00,4.50,9.20,0.88,0.88,3,0.00
12,1,1,23.10,193.00,6.00,0.00,0.00,0.00,0.00,0.00,4.50,10.00,0.95,0.95,3,0.00
99,1,1,28.25,275.00,150.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,0.00
